City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Montrose,US,38.4166,-108.2673,78.37,28,70,7.25,broken clouds
337,Petatlan,MX,17.5167,-101.2667,85.64,72,86,5.14,overcast clouds
338,Rivadavia,AR,-33.1905,-68.4608,55.56,34,0,7.99,clear sky
339,Toora-Khem,RU,52.4675,96.11,57.24,97,100,1.95,light rain
340,Aksu,CN,41.1231,80.2644,70.99,56,65,7.45,moderate rain
341,Honiara,SB,-9.4333,159.95,83.52,71,11,10.11,few clouds
342,Betsiamites,CA,48.9413,-68.646,72.0,87,99,3.56,overcast clouds
343,Eirunepe,BR,-6.6603,-69.8736,82.4,63,99,2.42,overcast clouds
344,Ruston,US,32.5232,-92.6379,89.29,60,82,4.76,broken clouds
345,Sirpur,IN,19.4833,79.6,76.69,93,99,6.82,overcast clouds
346,Gbarnga,LR,6.9956,-9.4722,70.66,99,98,2.75,overcast clouds
347,Roma,US,43.2128,-75.4557,87.94,57,1,8.05,clear sky
348,Alugan,PH,12.2188,125.4808,78.17,88,100,6.15,overcast clouds
349,Wismar,DE,53.9,11.4667,72.18,94,20,4.0,few clouds
350,Koppies,ZA,-27.2418,27.5742,42.44,48,5,4.45,clear sky
351,Gebze,TR,40.8028,29.4307,77.2,94,40,6.91,scattered clouds
352,Tasquillo,MX,20.55,-99.3,72.48,64,97,12.77,overcast clouds
353,Waren,DE,53.5167,12.6833,67.69,91,15,2.01,few clouds
354,Mozarlandia,BR,-14.7447,-50.5706,78.82,24,13,1.1,few clouds
355,Straumen,NO,63.8709,11.2999,59.5,85,30,10.07,scattered clouds
356,Quatre Cocos,MU,-20.2078,57.7625,67.08,75,33,13.49,light rain
357,Hyeres,FR,43.1167,6.1167,72.68,68,0,5.75,clear sky
358,Koutsouras,GR,35.0339,25.9469,79.34,60,0,8.39,clear sky
359,Broome,US,42.2506,-75.833,86.81,65,1,3.0,clear sky
360,Vilcun,CL,-38.65,-72.2333,46.4,89,99,2.64,overcast clouds
361,Yarmouth,US,41.7057,-70.2286,85.44,85,1,5.99,clear sky
362,Half Moon Bay,US,37.4636,-122.4286,86.92,69,54,10.25,broken clouds
363,Hirara,JP,24.8,125.2833,79.07,89,75,5.75,broken clouds
364,Pangoa,PE,-12.1167,-73.0,75.69,76,63,1.45,broken clouds
365,Barcelos,PT,41.5388,-8.6151,80.69,54,10,5.68,clear sky
366,Roebourne,AU,-20.7833,117.1333,63.63,38,36,18.34,scattered clouds
367,Kearney,US,40.6995,-99.0815,79.72,59,50,8.43,scattered clouds
368,Maningrida,AU,-12.0667,134.2667,69.66,92,100,6.58,overcast clouds
369,Tucurui,BR,-3.7661,-49.6725,81.01,57,63,3.49,broken clouds
370,Tallahassee,US,30.4383,-84.2807,91.24,62,40,9.22,scattered clouds
371,Ejido,VE,8.5514,-71.2375,74.39,82,79,3.91,broken clouds
372,Kangaatsiaq,GL,68.3065,-53.4641,44.38,75,25,12.1,scattered clouds
373,Myaundzha,RU,63.0494,147.1858,63.19,60,100,4.16,overcast clouds
374,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,94,20,16.11,few clouds
375,Aljezur,PT,37.3191,-8.8033,67.03,76,0,4.97,clear sky
376,Helong,CN,42.5397,128.9972,72.52,96,63,0.6,broken clouds
377,Bandarbeyla,SO,9.4942,50.8122,78.35,77,93,28.25,overcast clouds
378,Ahuimanu,US,21.4447,-157.8378,85.75,63,9,16.75,clear sky
379,Vytegra,RU,61.0064,36.4481,64.49,87,38,1.88,scattered clouds
380,Lashio,MM,22.9333,97.75,67.68,99,100,0.69,overcast clouds
381,Codrington,AU,-38.2667,141.9667,47.8,92,100,14.7,overcast clouds
382,Valdivia,CL,-39.8142,-73.2459,48.02,95,100,3.24,light rain
383,Sinnar,SD,13.5691,33.5672,80.58,64,98,10.02,overcast clouds
384,Zvishavane,ZW,-20.3267,30.0665,53.38,94,98,4.99,overcast clouds
385,Sembakung,ID,3.8167,117.25,72.77,96,100,1.14,overcast clouds
386,Filadelfia,US,39.9523,-75.1638,92.82,60,81,5.99,broken clouds
387,Olafsvik,IS,64.8945,-23.7142,50.45,97,100,14.85,overcast clouds
388,Hamilton,US,39.1834,-84.5333,90.95,58,44,4.0,scattered clouds
389,Itupiranga,BR,-5.1347,-49.3267,82.72,53,14,2.77,few clouds
390,Santa Cruz,BO,-17.8,-63.1667,62.06,94,90,17.27,light intensity drizzle
391,Kilindoni,TZ,-7.9139,39.6668,76.8,75,11,20.15,light rain
392,Hasanpur,IN,28.7167,78.2833,86.27,64,23,9.93,few clouds
393,Cascais,PT,38.6979,-9.4215,79.95,67,0,1.99,clear sky
394,Mumford,GH,5.2618,-0.759,76.6,85,81,10.38,broken clouds
395,Hami,CN,42.8,93.45,82.11,34,0,4.85,clear sky
396,Lang Son,VN,21.8333,106.7333,73.94,94,80,1.63,broken clouds
397,Gohand,IN,25.7,79.55,91.54,47,37,8.97,scattered clouds
398,Garowe,SO,8.4054,48.4845,79.68,56,99,26.66,overcast clouds
399,Geraldton,AU,-28.7667,114.6,52.21,93,90,10.36,overcast clouds
400,Kahului,US,20.8947,-156.47,85.96,77,3,5.01,clear sky
401,Shenzhen,CN,22.5455,114.0683,85.87,83,33,1.07,scattered clouds
402,Tilichiki,RU,60.4667,166.1,61.38,73,100,3.27,overcast clouds
403,Bodden Town,KY,19.2833,-81.25,87.98,70,3,4.0,clear sky
404,Nantucket,US,41.2835,-70.0995,81.97,89,75,9.22,mist
405,Ankang,CN,32.68,109.0172,75.09,97,100,1.72,overcast clouds
406,Havoysund,NO,70.9963,24.6622,50.88,87,100,14.25,light rain
407,Beisfjord,NO,68.3751,17.5988,52.97,91,100,13.8,light rain
408,Kazachinskoye,RU,57.6953,93.2761,59.02,97,3,3.4,clear sky
409,Uyuni,BO,-20.4597,-66.825,48.27,24,4,25.99,clear sky
410,Sakaraha,MG,-22.9,44.5333,58.15,92,0,4.32,clear sky
411,Evensk,RU,61.95,159.2333,63.82,72,39,2.33,scattered clouds
412,Santa Helena,BR,-2.2311,-45.3,76.75,81,94,4.0,moderate rain
413,Ruwi,OM,23.5996,58.5507,84.42,81,100,10.96,overcast clouds
414,Port Lincoln,AU,-34.7333,135.8667,53.49,81,52,31.74,broken clouds
415,Salihorsk,BY,52.7876,27.5415,71.29,82,0,6.2,clear sky
416,Tampere,FI,61.4991,23.7871,72.0,78,0,5.75,clear sky
417,Rocha,UY,-34.4833,-54.3333,48.33,94,3,6.26,clear sky
418,Itarema,BR,-2.9248,-39.9167,79.48,76,52,13.18,broken clouds
419,Talnakh,RU,69.4865,88.3972,53.85,58,72,6.4,broken clouds
420,Sangmelima,CM,2.9333,11.9833,68.32,99,100,2.68,light rain
421,Zonguldak,TR,41.25,31.8333,60.66,79,0,4.27,clear sky
422,Machico,PT,32.7,-16.7667,70.72,81,20,9.22,few clouds
423,Ambilobe,MG,-13.2,49.05,65.39,77,48,3.13,scattered clouds
424,Varese,IT,45.8291,8.8219,68.45,82,74,3.0,broken clouds
425,Coquimbo,CL,-29.9533,-71.3436,56.37,73,0,5.88,clear sky
426,Sol-Iletsk,RU,51.1631,54.9918,66.87,38,91,3.6,overcast clouds
427,Amboasary,MG,-25.0333,46.3833,64.02,93,14,5.06,light rain
428,Fairbanks,US,64.8378,-147.7164,74.3,51,81,1.01,broken clouds
429,Oga,IT,46.4631,10.347,53.69,96,100,4.76,overcast clouds
430,Lazurne,UA,46.084,32.5295,76.01,52,0,5.99,clear sky
431,Salcedo,PH,12.8105,121.4674,77.31,85,100,3.94,light rain
432,Omboue,GA,-1.5746,9.2618,71.89,80,63,9.22,broken clouds
433,Agropoli,IT,40.3469,14.9966,72.28,80,0,1.95,clear sky
434,Cayenne,GF,4.9333,-52.3333,80.1,83,75,3.0,broken clouds
435,Arak,IR,34.0917,49.6892,74.39,29,0,2.13,clear sky
436,Deep River,CA,46.1001,-77.4995,71.94,98,100,7.23,overcast clouds
437,Tumen,CN,42.9661,129.8425,74.23,96,99,0.96,overcast clouds
438,Kewanee,US,41.2456,-89.9248,75.65,93,100,4.07,overcast clouds
439,La Ronge,CA,55.1001,-105.2842,83.48,29,44,8.59,scattered clouds
440,Chifeng,CN,42.2683,118.9636,72.03,92,65,2.51,broken clouds
441,Pemba,MZ,-12.974,40.5178,72.3,83,20,10.36,few clouds
442,Saint-Augustin,CA,51.226,-58.6502,63.48,87,98,14.65,overcast clouds
443,Araouane,ML,18.9048,-3.5265,97.41,26,10,7.58,clear sky
444,Tessalit,ML,20.1986,1.0114,95.61,25,87,7.0,overcast clouds
445,Ilulissat,GL,69.2167,-51.1,46.42,76,20,6.91,few clouds
446,Cururupu,BR,-1.8283,-44.8683,76.01,85,78,3.76,broken clouds
447,Ovre Ardal,NO,61.3167,7.8,54.82,70,3,4.18,clear sky
448,North Platte,US,41.1239,-100.7654,84.09,45,1,8.05,clear sky
449,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,74,50,2.06,scattered clouds
450,Padang,ID,-0.9492,100.3543,69.85,68,70,4.43,broken clouds
451,Jamui,IN,24.9167,86.2167,84.2,73,99,6.82,overcast clouds
452,Macapa,BR,0.0389,-51.0664,76.98,94,75,6.91,broken clouds
453,Bezhanitsy,RU,56.9767,29.8907,68.65,80,77,2.62,broken clouds
454,Viedma,AR,-40.8135,-62.9967,48.04,36,18,7.83,few clouds
455,Solnechnyy,RU,50.7214,136.6319,76.95,87,92,4.0,overcast clouds
456,Slonim,BY,53.0867,25.3219,71.67,89,40,6.22,scattered clouds
457,Dubbo,AU,-32.25,148.6167,48.33,100,90,4.61,overcast clouds
458,Ostersund,SE,63.1792,14.6357,54.05,66,7,17.27,clear sky
459,Krylovskaya,RU,46.3194,39.9711,76.39,43,3,5.26,clear sky
460,Samana,DO,19.2056,-69.3369,80.56,94,75,0.0,broken clouds
461,Livenka,RU,50.4491,38.2959,75.04,52,75,2.89,light rain
462,Murgab,TM,37.4966,61.9714,78.96,18,53,9.71,broken clouds
463,Sayyan,YE,15.1718,44.3244,62.24,64,99,5.39,overcast clouds
464,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.3,42,36,1.03,scattered clouds
465,Luchegorsk,RU,46.4764,134.2569,74.43,85,100,8.79,overcast clouds
466,Jalu,LY,29.0331,21.5482,84.18,45,0,16.6,clear sky
467,Hudiksvall,SE,61.729,17.1036,62.67,53,96,9.91,overcast clouds
468,Sibolga,ID,1.7427,98.7792,74.89,77,70,3.33,broken clouds
469,Emmett,US,43.8735,-116.4993,99.77,18,0,1.01,clear sky
470,Gaoual,GN,11.75,-13.2,74.93,96,100,3.51,overcast clouds
471,Itaobim,BR,-16.5667,-41.8333,71.49,55,15,4.9,few clouds
472,Chuka,KE,-0.3332,37.6459,62.04,78,100,4.18,overcast clouds
473,Salisbury,GB,51.0693,-1.7957,65.86,80,16,4.29,few clouds
474,Shelburne,CA,44.0787,-80.2041,79.66,66,100,18.07,overcast clouds
475,Leningradskiy,RU,69.3833,178.4167,42.76,94,100,3.94,light rain
476,Metu,ET,8.3,35.5833,57.38,97,98,1.81,overcast clouds
477,Yumen,CN,40.2833,97.2,71.42,46,0,8.88,clear sky
478,Lebanon,US,36.2081,-86.2911,93.79,60,40,11.5,scattered clouds
479,Usinsk,RU,65.9939,57.5281,53.13,90,14,11.52,few clouds
480,Changji,CN,44.0167,87.3167,77.79,41,0,6.71,moderate rain
481,Buala,SB,-8.145,159.5921,83.25,75,68,13.65,light rain
482,Elko,US,41.0002,-115.5012,93.63,5,48,17.0,scattered clouds
483,Richards Bay,ZA,-28.783,32.0377,57.51,81,1,4.94,clear sky
484,Zalantun,CN,48.0,122.7167,73.45,89,27,3.91,scattered clouds
485,Virtsu,EE,58.5716,23.5115,75.18,95,11,3.62,few clouds
486,Yenagoa,NG,4.9247,6.2642,74.84,93,100,4.61,light rain
487,Kramat,ID,-8.1311,113.4499,69.15,89,70,1.3,broken clouds
488,Kirillov,RU,59.863,38.3813,65.39,77,32,1.88,scattered clouds
489,Kozhva,RU,65.1073,57.0459,55.58,76,77,5.1,broken clouds
490,Conakry,GN,9.538,-13.6773,79.36,81,100,7.31,overcast clouds
491,Suntar,RU,62.1444,117.6319,57.51,69,100,5.21,overcast clouds
492,Voh,NC,-20.9667,164.7,76.8,67,75,3.2,broken clouds
493,Deputatskiy,RU,69.3,139.9,53.91,43,26,4.68,scattered clouds
494,Omsukchan,RU,62.5333,155.8,59.9,68,96,5.46,overcast clouds
495,Vitim,RU,59.4511,112.5578,63.0,78,100,1.61,overcast clouds
496,Fort Smith,US,35.3859,-94.3986,91.89,57,100,3.0,overcast clouds
497,Wanning,CN,18.8003,110.3967,78.37,89,14,3.53,few clouds
498,Norman Wells,CA,65.282,-126.8329,49.55,42,98,9.08,overcast clouds
499,Wadi Musa,JO,30.3222,35.4793,72.3,50,0,5.03,clear sky
500,Kyabram,AU,-36.3167,145.05,49.87,89,89,13.6,moderate rain
501,Saint-Joseph,RE,-21.3667,55.6167,66.58,79,22,12.53,few clouds
502,Beira,MZ,-19.8436,34.8389,69.03,73,53,13.2,broken clouds
503,Nishihara,JP,26.1842,127.7558,81.68,83,75,6.91,broken clouds
504,Bloemhof,ZA,-27.6469,25.607,40.5,48,0,6.93,clear sky
505,Bystryy Istok,RU,52.371,84.3873,55.67,87,93,1.54,overcast clouds
506,Takoradi,GH,4.8845,-1.7554,76.68,85,100,8.9,overcast clouds
507,Tawang,IN,27.5833,91.8667,55.74,96,99,0.34,overcast clouds
508,Kindu,CD,-2.95,25.95,74.16,56,93,3.74,overcast clouds
509,Urrao,CO,6.3152,-76.1342,70.39,87,86,2.89,overcast clouds
510,Salalah,OM,17.0151,54.0924,79.45,92,100,2.84,overcast clouds
511,Carmo Do Rio Verde,BR,-15.3536,-49.7075,72.81,31,7,1.3,clear sky
512,Clyde River,CA,70.4692,-68.5914,46.26,60,99,7.56,overcast clouds
513,Katsuura,JP,35.1333,140.3,80.19,88,81,4.38,broken clouds
514,Bud,US,39.447,-86.1758,89.42,64,13,11.99,few clouds
515,Orodara,BF,10.9492,-4.9342,77.36,68,65,4.18,broken clouds
516,Mangrol,IN,21.1167,70.1167,81.99,86,53,10.83,broken clouds
517,Raisio,FI,60.4859,22.169,72.82,83,0,3.44,clear sky
518,Terny,UA,50.9833,33.9833,70.93,82,78,7.61,broken clouds
519,Sidi Ali,DZ,36.0998,0.4206,70.97,73,2,8.48,clear sky
520,Lahaina,US,20.8783,-156.6825,85.95,77,1,10.22,clear sky
521,Nenjiang,CN,49.1833,125.2167,73.29,97,100,6.13,overcast clouds
522,Kloulklubed,PW,7.0419,134.2556,83.19,71,99,7.07,heavy intensity rain
523,Bentiu,SS,9.2333,29.8333,70.66,96,80,4.76,light rain
524,San Pedro,PH,14.35,121.0167,80.15,93,92,3.87,overcast clouds
525,Bamnet Narong,TH,15.4992,101.6897,73.63,94,100,4.41,overcast clouds
526,Rehoboth,NA,-23.3167,17.0833,43.14,15,0,4.92,clear sky
527,Daru,PG,-9.0763,143.2092,79.14,92,100,8.37,overcast clouds
528,Hohhot,CN,40.8106,111.6522,73.22,62,61,3.15,broken clouds
529,Starkville,US,33.4504,-88.8184,89.26,60,1,6.91,clear sky
530,Broken Hill,AU,-31.95,141.4333,47.7,59,5,27.47,clear sky
531,Odienne,CI,9.51,-7.5692,72.45,93,99,4.47,overcast clouds
532,Nowogard,PL,53.6744,15.1163,72.43,83,0,4.61,clear sky
533,Tigil,RU,57.8,158.6667,50.47,96,100,3.29,overcast clouds
534,Urengoy,RU,65.9667,78.3667,53.98,62,100,7.61,overcast clouds
535,Port Macquarie,AU,-31.4333,152.9167,57.88,75,23,7.83,few clouds
536,Suzun,RU,53.7841,82.3116,54.37,73,97,5.91,overcast clouds
537,College,US,64.8569,-147.8028,75.52,48,75,4.61,broken clouds
538,Santa Catalina,PH,9.3337,122.8637,78.85,84,91,1.1,overcast clouds
539,Fuyang,CN,32.9,115.8167,77.94,96,100,5.55,light rain
540,Ola,RU,59.5833,151.2833,67.24,58,85,2.53,overcast clouds
541,Brookings,US,44.3114,-96.7984,80.6,55,20,10.36,few clouds
542,Rebrikha,RU,53.0733,82.3408,49.42,87,57,7.27,broken clouds
543,Sangar,RU,63.9242,127.4739,54.93,75,100,5.44,overcast clouds
544,Ossora,RU,59.2353,163.0719,55.38,93,100,12.37,overcast clouds
545,Chapais,CA,49.7834,-74.8492,56.98,98,100,7.43,overcast clouds
546,Lenart,SI,46.5761,15.8313,67.12,68,42,1.14,scattered clouds
547,Grand Island,US,40.925,-98.342,79.2,68,90,3.0,overcast clouds
548,Hienghene,NC,-20.6833,164.9333,74.16,77,81,3.89,broken clouds
549,Sauk Rapids,US,45.5919,-94.1661,84.25,39,20,1.01,few clouds
550,Sioux Lookout,CA,50.1001,-91.917,83.25,22,4,5.68,clear sky
551,Nicoya,CR,10.1483,-85.452,90.95,74,53,7.34,broken clouds
552,Mount Isa,AU,-20.7333,139.5,67.77,52,9,9.22,clear sky
553,Ayaviri,PE,-14.8864,-70.5889,56.53,23,3,11.25,clear sky
554,Marawi,PH,7.9986,124.2928,64.65,95,99,3.42,overcast clouds
555,Rosario Oeste,BR,-14.8361,-56.4275,81.07,28,0,2.06,clear sky
556,Longyearbyen,SJ,78.2186,15.6401,48.04,81,75,2.3,broken clouds
557,Igdir,TR,39.9237,44.045,66.13,78,100,2.82,overcast clouds
558,Ust-Nera,RU,64.5667,143.2,64.62,63,100,5.19,overcast clouds
559,Iracoubo,GF,5.4802,-53.2011,78.94,81,74,8.9,broken clouds
560,Aleksandrov Gay,RU,50.147,48.5704,75.43,50,97,6.76,overcast clouds
561,Bandundu,CD,-3.3167,17.3667,78.24,28,93,1.88,overcast clouds
562,Suruc,TR,36.9761,38.425,82.6,29,23,8.9,few clouds
563,Dano,BF,11.15,-3.0667,82.62,61,98,6.76,overcast clouds
564,Kefamenanu,ID,-9.4467,124.4781,65.35,79,97,3.62,overcast clouds
565,Margate,GB,51.3813,1.3862,64.31,79,43,4.0,scattered clouds
566,Abonnema,NG,4.7084,6.7931,75.06,92,100,3.89,light rain
567,Baherden,TM,38.4362,57.4316,75.6,40,75,2.01,broken clouds
568,Tigre,AR,-34.426,-58.5796,57.2,69,0,4.61,clear sky
569,Zambezi,ZM,-13.5432,23.1047,58.15,45,6,4.47,clear sky
570,Caucaia,BR,-3.7361,-38.6531,80.55,76,40,6.91,scattered clouds
571,Marrakesh,MA,31.6315,-8.0083,89.67,33,0,4.61,clear sky
572,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,71.53,74,83,2.39,broken clouds
573,Antofagasta,CL,-23.65,-70.4,57.79,83,40,7.09,scattered clouds
